object_identifier	identifier	file_format	file_function	size	HEX(f.digest)	revision_number	last_fixity_check
amjewess:taj1895.0005.003:00000003	a213948d-7958-2595-f30b-1c5c6ec92c1a/metadata/00000003.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	8207	BC39F40B581335355BAA218DCDD94723ADDBCABA71B8AB799E10766A9E79A8F3	1	2025-08-25 14:54:52.831521
amjewess:taj1895.0005.003:00000003	a213948d-7958-2595-f30b-1c5c6ec92c1a/metadata/00000003.function:source.format:image.function:event.premis.xml	application/xml	function:event	7606	45E6E9EC49BBC38D8221D858D2B3F3D6507340D959CAAEF3450AFA02B66DA519	1	2025-08-25 14:54:52.831649
amjewess:taj1895.0005.003:00000003	a213948d-7958-2595-f30b-1c5c6ec92c1a/metadata/00000003.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	3693	099A81A68A5C669B21570631F05A2A0DBE32414525DF786A6D539201AF3FE095	1	2025-08-25 14:54:52.831618
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/data/00000004.function:service.format:image.jp2	image/jp2	function:service	8284	0CCC52A7771325F64BE859C253ACE6CE5D99B066503F710675108D5521E56816	1	2025-08-25 14:54:52.832266
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/data/00000004.function:source.format:image.tif	image/tiff	function:source	2582	218CC15C24AA8EA068C85C8EA88895E2A84A23168FF8C9F9D7EA456EB9D6846A	1	2025-08-25 14:54:52.832380
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/descriptor/faeb40f1-746d-8ea5-aa18-0b3d4264026e.types:fileset.mets2.xml	application/xml	function:descriptor	6655	7023E3AE24BFD9D0E2431EC9BBC78DD8F80D046EF8911B8189E0AD91D9D01ACD	1	2025-08-25 14:54:52.832220
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/metadata/00000004.function:service.format:image.function:event.premis.xml	application/xml	function:event	8943	1B2BA567373EBE7F8B18045A5843B7268F2F9BAA085312B3FAE9F19DD67E1392	1	2025-08-25 14:54:52.832343
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/metadata/00000004.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	7603	C7D195D609E55AE6D7E5538B10AF05B82C9768BEF210536D9D4E98F4FDC83B72	1	2025-08-25 14:54:52.832301
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/metadata/00000004.function:source.format:image.function:event.premis.xml	application/xml	function:event	7999	00B24B875B106BFDB55407C0EC934E547E0B20665CF9EA0FA9B4FCEC08772AE4	1	2025-08-25 14:54:52.832438
amjewess:taj1895.0005.003:00000004	faeb40f1-746d-8ea5-aa18-0b3d4264026e/metadata/00000004.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	6951	75365B7A2AFEED8DE2D7E3DC1DACF2C8C67F798AE2D434F1B2EEFDDBAC05D6F1	1	2025-08-25 14:54:52.832409
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/data/00000005.function:service.format:image.jp2	image/jp2	function:service	4382	BF231F7D918F66F965351667BED54F22088DCBCBB4BD2C6CBFC8E3654C0AD4D4	1	2025-08-25 14:54:52.833022
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/data/00000005.function:source.format:image.tif	image/tiff	function:source	1433	492A626BC2B514BCFDCDDF635C6C3AB83C9877C6F8F0F63BF029C552791A7AFC	1	2025-08-25 14:54:52.833115
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/descriptor/6399bf40-f4b4-fdba-2478-c73da366dfbc.types:fileset.mets2.xml	application/xml	function:descriptor	1558	B96DBD1DE7981C3EC54D47AA4C628243BF5C4BA13E91AC72D64803FBD7E07194	1	2025-08-25 14:54:52.832976
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/metadata/00000005.function:service.format:image.function:event.premis.xml	application/xml	function:event	4818	B01188FBF0B2E78DFE0B54DBBCC09BC43250232D1900E24DB72E65E1E9B43B60	1	2025-08-25 14:54:52.833086
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/metadata/00000005.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	1886	D16CA300AFA93DD981E06E2D0031AA03AF2B9D23F00726D2FB58C034D0C03501	1	2025-08-25 14:54:52.833056
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/metadata/00000005.function:source.format:image.function:event.premis.xml	application/xml	function:event	2085	F4FE16A5B43716D7201BF33DD051C47776CFE20D9785EB9A5CAAC515621E81C5	1	2025-08-25 14:54:52.833180
amjewess:taj1895.0005.003:00000005	6399bf40-f4b4-fdba-2478-c73da366dfbc/metadata/00000005.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	8561	DC81C42C477FAEC6E7191BAF7F740127D6019891DC68841FFC7277FFDC8B7B06	1	2025-08-25 14:54:52.833148
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/data/00000006.function:service.format:image.jp2	image/jp2	function:service	8955	17C934371B9A3B08D167B2307DCABD8C3CC6BCEA60A0DEAB03065843F0B0C143	1	2025-08-25 14:54:52.833819
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/data/00000006.function:source.format:image.tif	image/tiff	function:source	5679	6EF7296F4EF5ADED150C0A8BAC6732C85B55AF990E43411F90368D4BADE85EC9	1	2025-08-25 14:54:52.833922
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/descriptor/ac1dedf6-593d-43a0-bf24-498914dd556d.types:fileset.mets2.xml	application/xml	function:descriptor	1214	2074410F162479518513D2F63044AC0EA4998A1A4ABE4B154A755276D2700783	1	2025-08-25 14:54:52.833775
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/metadata/00000006.function:service.format:image.function:event.premis.xml	application/xml	function:event	3500	7CFB8C57E6B6B045D57DF2E9179BA79B4A90694D544CD627B766CC6AF27608D0	1	2025-08-25 14:54:52.833889
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/metadata/00000006.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	6982	9C0625D59C8550ECCB2956C5C7E7D23D3E7831F426C659CFCE7CE80AA2E19351	1	2025-08-25 14:54:52.833854
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/metadata/00000006.function:source.format:image.function:event.premis.xml	application/xml	function:event	3200	1370CBE6A62B48C03511DE693E601D689C5634CA816BE68EA4F1CA9797FF76D8	1	2025-08-25 14:54:52.833982
amjewess:taj1895.0005.003:00000006	ac1dedf6-593d-43a0-bf24-498914dd556d/metadata/00000006.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	7671	E48E64A869AA8A023D7393915D170E5665F3D2B51D95A26405CC1747C37C46EC	1	2025-08-25 14:54:52.833952
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/data/00000007.function:service.format:image.jp2	image/jp2	function:service	6305	D2F317FEFC4D8BF0D29983032B4354C5E20CB17498CB76A276159FBAD1A3285D	1	2025-08-25 14:54:52.834652
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/data/00000007.function:source.format:image.tif	image/tiff	function:source	7978	E9DB331FA87240B39FE5174D99E3ED026B784A5E18D955C12B549A26FBE483BB	1	2025-08-25 14:54:52.834728
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/descriptor/9425644d-19a4-caa0-ef92-9a47783d051a.types:fileset.mets2.xml	application/xml	function:descriptor	5879	159534290A6E533921F8CA83481EFEAC20392A89EEC47EAF93011D3AA2293406	1	2025-08-25 14:54:52.834594
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/metadata/00000007.function:service.format:image.function:event.premis.xml	application/xml	function:event	4553	2DE4673132D43AE76A8091E40F79423E50DBBC14A507881CBDB445417C724A31	1	2025-08-25 14:54:52.834706
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/metadata/00000007.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	9250	A8C76E1766B9838B598CF240CCC8D0E766320F524F2EDA3B28F8303D0B338623	1	2025-08-25 14:54:52.834683
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/metadata/00000007.function:source.format:image.function:event.premis.xml	application/xml	function:event	1179	8D29A5D7A5B4B5F9FABA3E8ED015465250DD3C5514D1077DD86C7DE71BE669A8	1	2025-08-25 14:54:52.834772
amjewess:taj1895.0005.003:00000007	9425644d-19a4-caa0-ef92-9a47783d051a/metadata/00000007.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	5112	83EECDA32C5148ACFA2A3DFEFEF307F48A4A74E8D986AF2FC76D99D1EC95D657	1	2025-08-25 14:54:52.834748
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/data/00000008.function:service.format:image.jp2	image/jp2	function:service	9010	6461659280D4782FDA1CF1BBA16E7A102E14CB4BFBD2373E40130A21F0427AA0	1	2025-08-25 14:54:52.835388
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/data/00000008.function:source.format:image.tif	image/tiff	function:source	2371	5E4FA0F85266CFBF78D009D113B11082FBAA311DC9BBBFAE8F8E6ED72DFB550D	1	2025-08-25 14:54:52.835473
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/descriptor/5bc724a7-e002-c562-9fe6-50fa34036f1a.types:fileset.mets2.xml	application/xml	function:descriptor	1651	9BCADE9E91BB0A183A91A4EFD516A53E5F4BAE1034BC8E4B8491F422AC5BEFDE	1	2025-08-25 14:54:52.835341
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/metadata/00000008.function:service.format:image.function:event.premis.xml	application/xml	function:event	4377	1C260E016256486A06B23D45805B7991ABFE4566693950B938A13EB1A5705DBA	1	2025-08-25 14:54:52.835448
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/metadata/00000008.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	8388	AEBF19EDD11F7FD3BE1FE84AC663D0712F74B0E0408A9805E7C88F0B69B2AFDF	1	2025-08-25 14:54:52.835420
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/metadata/00000008.function:source.format:image.function:event.premis.xml	application/xml	function:event	3884	56568680E0A67083239B7BC323ADB0579B3AF044837594EA995DFC9041D75553	1	2025-08-25 14:54:52.835523
amjewess:taj1895.0005.003:00000008	5bc724a7-e002-c562-9fe6-50fa34036f1a/metadata/00000008.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2113	6C23D17D1A35B7406F5470C77EF92145DF00B2464947BF64623162DFD7350B2E	1	2025-08-25 14:54:52.835498
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/data/00000009.function:service.format:image.jp2	image/jp2	function:service	1305	FC690A3D68245013584D87A28859A83F149928CD2E774C3BE67C58494EE81720	1	2025-08-25 14:54:52.836153
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/data/00000009.function:source.format:image.tif	image/tiff	function:source	7922	1CCC4F6ED7D98989946DBDE0BEC8474255997F9F360F9C0B29DF319DB211EF66	1	2025-08-25 14:54:52.836237
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/descriptor/c679bc21-eca2-8a1a-0350-085c70ba7939.types:fileset.mets2.xml	application/xml	function:descriptor	6579	FC3771DCD8A2BA11634291DDA6E375A8B5F30392A63F3B86ABEC9B8C18AA6C79	1	2025-08-25 14:54:52.836112
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/metadata/00000009.function:service.format:image.function:event.premis.xml	application/xml	function:event	7898	C564F54F1A96A2A36FAA509C4BE43B9146366545C5FAA6CF5F15417BFBB08FBC	1	2025-08-25 14:54:52.836210
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/metadata/00000009.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	7434	3845525B8996474B134B825454DA4E5C318061FC03F1D969078547C29FF5B209	1	2025-08-25 14:54:52.836183
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/metadata/00000009.function:source.format:image.function:event.premis.xml	application/xml	function:event	3342	6408C24954BCD3981AE397B94812D68B31AFF02095E37F1C1D3AAF7A07628AD6	1	2025-08-25 14:54:52.836293
amjewess:taj1895.0005.003:00000009	c679bc21-eca2-8a1a-0350-085c70ba7939/metadata/00000009.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2829	B770F5157329499E0FA9A4A5F5384A30F6DA8619DD18F5603E5C953E838FA5E1	1	2025-08-25 14:54:52.836266
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/data/00000010.function:service.format:image.jp2	image/jp2	function:service	4328	57C00E3707E41A64F581006DC46DCE5DF9749605B95025B9F809125864487C0C	1	2025-08-25 14:54:52.836733
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/data/00000010.function:source.format:image.tif	image/tiff	function:source	2118	4CF319AAC207DAC80EF367781CFA89588942AE21E3144A948503BD4A14F970F3	1	2025-08-25 14:54:52.836799
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/descriptor/cd01288e-6ca9-b693-fcdd-45b2c4048101.types:fileset.mets2.xml	application/xml	function:descriptor	8133	C9152AFE19299FC46F5CC19DEC2BCB150A0826E4F14248F7EA6203FADCF4236E	1	2025-08-25 14:54:52.836701
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/metadata/00000010.function:service.format:image.function:event.premis.xml	application/xml	function:event	5979	9A2C3586CAD7982B9C9EC9EDA8C6A14BB07D0AB8A144B45E267C2E700A79D789	1	2025-08-25 14:54:52.836779
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/metadata/00000010.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	937	0B417FE421739271E4C881DF8CBA4DF7ED42F3E460DBCE52E4F088DD311058B7	1	2025-08-25 14:54:52.836759
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/metadata/00000010.function:source.format:image.function:event.premis.xml	application/xml	function:event	6538	52911FA372AA23FF9F07DE9E3C878BB961D2BF66E2F5B3E4313605C623F16F02	1	2025-08-25 14:54:52.836839
amjewess:taj1895.0005.003:00000010	cd01288e-6ca9-b693-fcdd-45b2c4048101/metadata/00000010.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	2862	31D74043125F9C6FC6D7839919F4778C77F52E3143CFA0A4A71C75E6B433F256	1	2025-08-25 14:54:52.836819
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/data/00000011.function:service.format:image.jp2	image/jp2	function:service	5634	72750881ED1EAF34502DCE22EF7D8E942E09E4C9DF3FD1EB232150E74FBB679F	1	2025-08-25 14:54:52.837261
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/data/00000011.function:source.format:image.tif	image/tiff	function:source	3148	28AF3E7451928744F855061DFCE33068B3F70EF4B543BA99D8C9AB4AD1B4BA99	1	2025-08-25 14:54:52.837343
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/descriptor/0468bbbf-973a-e878-c5cd-e23ee855aba1.types:fileset.mets2.xml	application/xml	function:descriptor	5887	E77053A7EFBFEEC359F68AD90E76C0DAED17516864D1EA10D3BC994B3B86BEED	1	2025-08-25 14:54:52.837222
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/metadata/00000011.function:service.format:image.function:event.premis.xml	application/xml	function:event	2026	905BFAFFD832E72A98EF415D98E96AE00795DFF0242BFFA0C973DBB8576C0FA6	1	2025-08-25 14:54:52.837316
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/metadata/00000011.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	4190	B4D1FE21A0308CB2D04DA9785AEDA4DFBCE746B844257C3C7BC5E5A96B6C5CC4	1	2025-08-25 14:54:52.837290
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/metadata/00000011.function:source.format:image.function:event.premis.xml	application/xml	function:event	4134	251542BF351943956A116B4CCCD8D72C410A306A369F8E907F049BCAA7EA86F0	1	2025-08-25 14:54:52.837395
amjewess:taj1895.0005.003:00000011	0468bbbf-973a-e878-c5cd-e23ee855aba1/metadata/00000011.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	3997	9FB207CCAF590CBDC25402829BAE89DF91D486B6B203CC8A7AE602DADD00598C	1	2025-08-25 14:54:52.837368
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/data/00000012.function:service.format:image.jp2	image/jp2	function:service	1213	EE85554B7082F8447C8C7A193C915FA75E6B1DE59E03AD9C1329DCB1318D23EF	1	2025-08-25 14:54:52.837929
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/data/00000012.function:source.format:image.tif	image/tiff	function:source	7721	066E93FDC1A62E7EA5D4412A31EF0421131A242E9E72F584614E24E1D190EE90	1	2025-08-25 14:54:52.838012
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/descriptor/3de9edc0-14b2-0748-f0f2-befc208616d9.types:fileset.mets2.xml	application/xml	function:descriptor	7043	64BC486ECF6917C72DF5AEA52619C27CB8DDC4A25E03630A6EF962556D015F8F	1	2025-08-25 14:54:52.837891
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/metadata/00000012.function:service.format:image.function:event.premis.xml	application/xml	function:event	5459	6E6AAD691F4370418D56A793872C423B8A8E72C4324D3975168C6F4DB30A8296	1	2025-08-25 14:54:52.837982
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/metadata/00000012.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	7347	88A9C8F68AB65B82270E6980316259B8C86980CB68A28188BF61CF9E81B7AA79	1	2025-08-25 14:54:52.837957
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/metadata/00000012.function:source.format:image.function:event.premis.xml	application/xml	function:event	7714	4F48529482D2BC1CBDF9DF27CCD46900332FC88D258D52F0F74FDF96366E4F84	1	2025-08-25 14:54:52.838062
amjewess:taj1895.0005.003:00000012	3de9edc0-14b2-0748-f0f2-befc208616d9/metadata/00000012.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	3772	982BB349183FEC3498A5B0B89D1A512C81A2A57BD7D0724A5CEA22DB8406D246	1	2025-08-25 14:54:52.838037
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/data/00000013.function:service.format:image.jp2	image/jp2	function:service	8355	020E574C15C2A3DC02CC446A7D866EF7D1B732D83DEF1D6A89BFF297C2D94BEA	1	2025-08-25 14:54:52.838533
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/data/00000013.function:source.format:image.tif	image/tiff	function:source	6235	5298239F94D2E092C4B0F944F32CA96E0DCBBA8832DF3D4290F3183D78B672B3	1	2025-08-25 14:54:52.838624
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/descriptor/db06f3e1-c374-e89a-7aca-6dc132922306.types:fileset.mets2.xml	application/xml	function:descriptor	5166	ECACD21963C1FD6BE6F11D9533500CFE4E23653FA79104ACD53D8DE398AFD3E4	1	2025-08-25 14:54:52.838496
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/metadata/00000013.function:service.format:image.function:event.premis.xml	application/xml	function:event	6285	078C8237DDDCEFFBC621264157461B74A8458BF02FD083100D20A6314B35A839	1	2025-08-25 14:54:52.838598
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/metadata/00000013.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	5099	DEEEF2CB236E28825318E500F76C01F6B6E353785C15C9F8138C48B37C9B8457	1	2025-08-25 14:54:52.838566
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/metadata/00000013.function:source.format:image.function:event.premis.xml	application/xml	function:event	9761	295573B51A83905D8A09BBA2520E8731B637407D8ED20CFBA88854F891E5F5D0	1	2025-08-25 14:54:52.838677
amjewess:taj1895.0005.003:00000013	db06f3e1-c374-e89a-7aca-6dc132922306/metadata/00000013.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	4123	B3515A6BA75EBB719C530D725422EBD7E410EE8A1094660D22DD7650B10B96BC	1	2025-08-25 14:54:52.838650
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/data/00000014.function:service.format:image.jp2	image/jp2	function:service	1583	D40774E76375E1BF035DD595E3B19B5335E065B795F07025B43784D81C59B561	1	2025-08-25 14:54:52.839154
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/data/00000014.function:source.format:image.tif	image/tiff	function:source	5138	26406D31EF794C4A63A91282F0BBC517391D7584B6B804A306215EE357345FAF	1	2025-08-25 14:54:52.839233
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/descriptor/8d9eb4fc-52b6-0db3-31f2-5549f62e168a.types:fileset.mets2.xml	application/xml	function:descriptor	9438	2A125DD2A2A523E1CB4514FC3F368F2B6F1BB7C84F0FE522AD3692FC89345E49	1	2025-08-25 14:54:52.839117
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/metadata/00000014.function:service.format:image.function:event.premis.xml	application/xml	function:event	7355	78F08B83E5E6404F1565273691AFC940D4DACA9D66EF1A7EAF4949E2A6C09C53	1	2025-08-25 14:54:52.839208
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/metadata/00000014.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	5285	340EEE0C196BD3502DD9246444067AA126F2FA0A6D374156079FA7250101BB47	1	2025-08-25 14:54:52.839183
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/metadata/00000014.function:source.format:image.function:event.premis.xml	application/xml	function:event	1044	6289653219845930C67CA0D1DDED92EFA4324555B17147F62DB58080269F857F	1	2025-08-25 14:54:52.839282
amjewess:taj1895.0005.003:00000014	8d9eb4fc-52b6-0db3-31f2-5549f62e168a/metadata/00000014.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	8267	20611A52117EBA708B7EDEF60B4D053EB2A433112EF3B7EB4EE0298C032DC75A	1	2025-08-25 14:54:52.839257
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/data/00000015.function:service.format:image.jp2	image/jp2	function:service	3006	A3AD80AE5DACAEA610D234C921B866F7F35806D4019E254AB8D44B44FA1A080F	1	2025-08-25 14:54:52.839815
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/data/00000015.function:source.format:image.tif	image/tiff	function:source	787	62529BC730F7C97CB81674B53FA2C0C1BFF443D501335F0F98AED4F60DC1A730	1	2025-08-25 14:54:52.839901
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/descriptor/887ff6ea-fe4d-99f1-86a3-eb4b2c550206.types:fileset.mets2.xml	application/xml	function:descriptor	765	E4AC9170A77C4FAB20A0BD4D6AB09B91B22137BC3160EE9DDDEE3E2AF525ED7B	1	2025-08-25 14:54:52.839773
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/metadata/00000015.function:service.format:image.function:event.premis.xml	application/xml	function:event	8250	DAC0AE376933E7A63C51A1995FF03EDFF38259AD185431D6966023EA69F7DED8	1	2025-08-25 14:54:52.839868
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/metadata/00000015.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	6925	CBC83947570518E3DE08857C1D12509D5754CF52402349809F8EF14FC0B578E9	1	2025-08-25 14:54:52.839843
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/metadata/00000015.function:source.format:image.function:event.premis.xml	application/xml	function:event	1572	D47534EE03E3E0B5A2128CC68F4872979556296DA535DE17A6126B19578CC982	1	2025-08-25 14:54:52.839952
amjewess:taj1895.0005.003:00000015	887ff6ea-fe4d-99f1-86a3-eb4b2c550206/metadata/00000015.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	6470	7E8809A0F5D0D1818AC53054889DACCED46966A7F377594EC6CF4B7DAB4E26A7	1	2025-08-25 14:54:52.839931
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/data/00000016.function:service.format:image.jp2	image/jp2	function:service	1111	26E2F23116D521F8D13EACE56B41E59FF4E64376C09DB18F366444143CAB29A6	1	2025-08-25 14:54:52.840326
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/data/00000016.function:source.format:image.tif	image/tiff	function:source	861	7F4134C4BC288F3F16195B3EAC332C879B4EEFBB1D911FA433EA6292CF3E9E92	1	2025-08-25 14:54:52.840389
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/descriptor/6c292fcb-3c87-7372-58c5-ba763531432c.types:fileset.mets2.xml	application/xml	function:descriptor	3768	9F5BE54AA95819D6DA260312E738E6BF63FF79A76FBA8827FB022519761758DD	1	2025-08-25 14:54:52.840296
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/metadata/00000016.function:service.format:image.function:event.premis.xml	application/xml	function:event	5001	1F40A24921A1BAB29301E791EF664405EB242B4073CE7BFE8674F491937D481A	1	2025-08-25 14:54:52.840369
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/metadata/00000016.function:service.format:image.function:technical.mix.xml	application/xml	function:technical	6953	AFB3CFA1A33A96910F7E2F9D70F55DB187B5A8160B4E9E1135E38CC63E953D1B	1	2025-08-25 14:54:52.840349
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/metadata/00000016.function:source.format:image.function:event.premis.xml	application/xml	function:event	963	05D75B9CC69666B8A5BC3A670AD56D840B6E4A95290A6958FFD671EB2AE9B82D	1	2025-08-25 14:54:52.840428
amjewess:taj1895.0005.003:00000016	6c292fcb-3c87-7372-58c5-ba763531432c/metadata/00000016.function:source.format:image.function:technical.mix.xml	application/xml	function:technical	783	45F76C002D0C10BA5DAA5820B183205BBFD22689FA0342C4CDB318106D923905	1	2025-08-25 14:54:52.840409
